LOGGING STARTED
robot_main , [MAIN_LOOP] 567993632262 | kalman_calibration | [1.1307556023715484,0.0012415835966374752]
robot_main , [MAIN_LOOP] 567993636945 | robot_frequency | [217.20224838264926,1,216.48938725885742]
robot_main , [CONTROLLER] 567993636945 | speed_controller | [0.0,0.0,-2.3561200977197317e-4]
robot_main , [CONTROLLER] 567993636945 | stability_controller | [-2.3561200977197317e-4,-1.1203216144706032,11.553201202733685]
robot_main , [MAIN_LOOP] 567993636996 | robot_frequency | [217.06401102342542,12,216.48938725885742]
robot_main , [CONTROLLER] 567993636996 | speed_controller | [0.0,0.0,-1.8791881596853344e-4]
robot_main , [CONTROLLER] 567993636996 | stability_controller | [-1.8791881596853344e-4,-1.1601255443283416,8.929939528951646]
robot_main , [MAIN_LOOP] 567993637047 | robot_frequency | [217.24249484313222,23,216.48938725885742]
robot_main , [CONTROLLER] 567993637047 | speed_controller | [0.0,0.0337371826171875,0.0019808194711456047]
robot_main , [CONTROLLER] 567993637047 | stability_controller | [0.0019808194711456047,-1.206736852994489,37.47200425836046]
robot_main , [MAIN_LOOP] 567993637097 | robot_frequency | [217.28107567388207,34,216.48938725885742]
robot_main , [CONTROLLER] 567993637097 | speed_controller | [0.0,0.0,-2.1118005491711143e-4]
robot_main , [CONTROLLER] 567993637097 | stability_controller | [-2.1118005491711143e-4,-1.2705587832459686,34.569084005824955]
robot_main , [MAIN_LOOP] 567993637148 | robot_frequency | [217.1835957047987,45,216.48938725885742]
robot_main , [CONTROLLER] 567993637148 | speed_controller | [0.0,0.0,-1.4697423044137637e-4]
robot_main , [CONTROLLER] 567993637148 | stability_controller | [-1.4697423044137637e-4,-1.3572882201137355,34.7600357733975]
robot_main , [MAIN_LOOP] 567993637199 | robot_frequency | [217.16136976441575,56,216.48938725885742]
robot_main , [CONTROLLER] 567993637199 | speed_controller | [0.0,0.044525146484375,0.0026229488540556326]
robot_main , [CONTROLLER] 567993637199 | stability_controller | [0.0026229488540556326,-1.458195169745116,39.042863771150486]
robot_main , [MAIN_LOOP] 567993637249 | robot_frequency | [217.1811653989243,67,216.48938725885742]
robot_main , [CONTROLLER] 567993637249 | speed_controller | [0.0,0.22698974609375,0.014182949691182766]
robot_main , [CONTROLLER] 567993637249 | stability_controller | [0.014182949691182766,-1.4962306080529695,44.46538101850625]
robot_main , [MAIN_LOOP] 567993637300 | robot_frequency | [217.19518567933446,78,216.48938725885742]
robot_main , [CONTROLLER] 567993637300 | speed_controller | [0.0,0.046295166015625,0.0027195439863803407]
robot_main , [CONTROLLER] 567993637300 | stability_controller | [0.0027195439863803407,-1.5162904265501367,34.1088728858149]
robot_main , [MAIN_LOOP] 567993637351 | robot_frequency | [217.14737895156696,89,216.48938725885742]
robot_main , [CONTROLLER] 567993637351 | speed_controller | [0.0,0.0,-2.006938299496319e-4]
robot_main , [CONTROLLER] 567993637351 | stability_controller | [-2.006938299496319e-4,-1.539675725030394,41.73197824455489]
robot_main , [MAIN_LOOP] 567993637401 | robot_frequency | [217.16313608452816,100,216.48938725885742]
robot_main , [CONTROLLER] 567993637401 | speed_controller | [0.0,0.0,-2.7491163067337607e-4]
robot_main , [CONTROLLER] 567993637401 | stability_controller | [-2.7491163067337607e-4,-1.497728624664149,5.718719445487277]
robot_main , [MAIN_LOOP] 567993637452 | robot_frequency | [215.24041726374816,10,217.16313608452816]
robot_main , [CONTROLLER] 567993637452 | speed_controller | [0.0,0.0,-2.714245918652871e-4]
robot_main , [CONTROLLER] 567993637452 | stability_controller | [-2.714245918652871e-4,-1.4088374759317543,-6.909582998900614]
robot_main , [MAIN_LOOP] 567993637503 | robot_frequency | [216.27241330695563,21,217.16313608452816]
robot_main , [CONTROLLER] 567993637503 | speed_controller | [0.0,0.0,-2.70338528519904e-4]
robot_main , [CONTROLLER] 567993637503 | stability_controller | [-2.70338528519904e-4,-1.2549673541487856,0.8290101718835778]
robot_main , [MAIN_LOOP] 567993637554 | robot_frequency | [216.51603865637523,32,217.16313608452816]
robot_main , [CONTROLLER] 567993637554 | speed_controller | [0.0,0.0,-2.7010963444898904e-4]
robot_main , [CONTROLLER] 567993637554 | stability_controller | [-2.7010963444898904e-4,-1.0927103052729574,-11.197967926069413]
robot_main , [MAIN_LOOP] 567993637605 | robot_frequency | [216.29974234107823,43,217.16313608452816]
robot_main , [CONTROLLER] 567993637605 | speed_controller | [0.0,0.0,-2.719512628773266e-4]
robot_main , [CONTROLLER] 567993637605 | stability_controller | [-2.719512628773266e-4,-0.9283459258807376,-44.197644357519565]
robot_main , [MAIN_LOOP] 567993637655 | robot_frequency | [216.4362783906142,54,217.16313608452816]
robot_main , [CONTROLLER] 567993637655 | speed_controller | [0.0,0.0,-2.719512628773266e-4]
robot_main , [CONTROLLER] 567993637655 | stability_controller | [-2.719512628773266e-4,-0.774972501250897,-2.4643860578904206]
robot_main , [MAIN_LOOP] 567993637706 | robot_frequency | [216.57452048204232,65,217.16313608452816]
robot_main , [CONTROLLER] 567993637706 | speed_controller | [0.0,0.0,-2.719512628773266e-4]
robot_main , [CONTROLLER] 567993637706 | stability_controller | [-2.719512628773266e-4,-0.662625047572061,-5.797660919748992]
robot_main , [MAIN_LOOP] 567993637757 | robot_frequency | [216.577265095931,76,217.16313608452816]
robot_main , [CONTROLLER] 567993637757 | speed_controller | [0.0,0.0,-1.535970759501346e-4]
robot_main , [CONTROLLER] 567993637757 | stability_controller | [-1.535970759501346e-4,-0.5731117137056074,-25.78197602555528]
robot_main , [MAIN_LOOP] 567993637807 | robot_frequency | [216.6363174165913,87,217.16313608452816]
robot_main , [CONTROLLER] 567993637807 | speed_controller | [0.0,0.0,-1.535970759501346e-4]
robot_main , [CONTROLLER] 567993637807 | stability_controller | [-1.535970759501346e-4,-0.49377158089452655,1.8458627474799743]
robot_main , [MAIN_LOOP] 567993637858 | robot_frequency | [216.67216133447332,98,217.16313608452816]
robot_main , [CONTROLLER] 567993637858 | speed_controller | [0.0,0.0,-1.4060033633818493e-4]
robot_main , [CONTROLLER] 567993637858 | stability_controller | [-1.4060033633818493e-4,-0.42968754655489316,1.6501156637004621]
robot_main , [MAIN_LOOP] 567993637909 | robot_frequency | [216.98891938480335,8,216.68063487497594]
robot_main , [CONTROLLER] 567993637909 | speed_controller | [0.0,0.0,-1.397820991046963e-4]
robot_main , [CONTROLLER] 567993637909 | stability_controller | [-1.397820991046963e-4,-0.3955620187217346,4.090113197754282]
robot_main , [MAIN_LOOP] 567993637959 | robot_frequency | [217.18289870983315,19,216.68063487497594]
robot_main , [CONTROLLER] 567993637959 | speed_controller | [0.0,0.0,-1.3838766494363953e-4]
robot_main , [CONTROLLER] 567993637959 | stability_controller | [-1.3838766494363953e-4,-0.37681156186816217,4.420430121369508]
robot_main , [MAIN_LOOP] 567993638010 | robot_frequency | [217.0555181120982,30,216.68063487497594]
robot_main , [CONTROLLER] 567993638010 | speed_controller | [0.0,0.0,-1.3579162890009754e-4]
robot_main , [CONTROLLER] 567993638010 | stability_controller | [-1.3579162890009754e-4,-0.38234578269256414,4.889680781919102]
robot_main , [MAIN_LOOP] 567993638061 | robot_frequency | [216.94926490070736,41,216.68063487497594]
robot_main , [CONTROLLER] 567993638061 | speed_controller | [0.0,0.0,-1.3579162890009754e-4]
robot_main , [CONTROLLER] 567993638061 | stability_controller | [-1.3579162890009754e-4,-0.37347128304082305,-0.6351459318014951]
robot_main , [MAIN_LOOP] 567993638112 | robot_frequency | [216.95292870669303,52,216.68063487497594]
robot_main , [CONTROLLER] 567993638112 | speed_controller | [0.0,0.0,1.2480101246449493e-5]
robot_main , [CONTROLLER] 567993638112 | stability_controller | [1.2480101246449493e-5,-0.3496835007446265,0.5161278848431836]
robot_main , [MAIN_LOOP] 567993638162 | robot_frequency | [216.97480568062193,63,216.68063487497594]
robot_main , [CONTROLLER] 567993638162 | speed_controller | [0.0,0.0,4.392025947780809e-5]
robot_main , [CONTROLLER] 567993638162 | stability_controller | [4.392025947780809e-5,-0.2998562186577225,-2.323267969704501]
robot_main , [MAIN_LOOP] 567993638213 | robot_frequency | [216.97210553821031,74,216.68063487497594]
robot_main , [CONTROLLER] 567993638213 | speed_controller | [0.0,0.0,-1.796413815538571e-4]
robot_main , [CONTROLLER] 567993638213 | stability_controller | [-1.796413815538571e-4,-0.22969479697923795,-9.19769040987335]
robot_main , [MAIN_LOOP] 567993638264 | robot_frequency | [216.95148862202365,85,216.68063487497594]
robot_main , [CONTROLLER] 567993638264 | speed_controller | [0.0,0.0,-2.1370935628178245e-4]
robot_main , [CONTROLLER] 567993638264 | stability_controller | [-2.1370935628178245e-4,-0.16207499380829538,-20.285271528857784]
robot_main , [MAIN_LOOP] 567993638314 | robot_frequency | [216.97677609014616,96,216.68063487497594]
robot_main , [CONTROLLER] 567993638314 | speed_controller | [0.0,0.0,-1.9112637418660936e-4]
robot_main , [CONTROLLER] 567993638314 | stability_controller | [-1.9112637418660936e-4,-0.09017717121103737,-7.266767414364252]
robot_main , [MAIN_LOOP] 567993638365 | robot_frequency | [217.09571326379375,6,216.99606137742387]
robot_main , [CONTROLLER] 567993638365 | speed_controller | [0.0,0.0,-1.4654961686423463e-4]
robot_main , [CONTROLLER] 567993638365 | stability_controller | [-1.4654961686423463e-4,-0.014064947775615793,-11.07745278672097]
robot_main , [MAIN_LOOP] 567993638416 | robot_frequency | [216.80032235916156,17,216.99606137742387]
robot_main , [CONTROLLER] 567993638416 | speed_controller | [0.0,0.0,-1.4898789534012734e-4]
robot_main , [CONTROLLER] 567993638416 | stability_controller | [-1.4898789534012734e-4,0.04937347131299725,-27.57176785846789]
robot_main , [MAIN_LOOP] 567993638467 | robot_frequency | [216.6761908066503,28,216.99606137742387]
robot_main , [CONTROLLER] 567993638467 | speed_controller | [0.0,0.0,-8.051341702352488e-5]
robot_main , [CONTROLLER] 567993638467 | stability_controller | [-8.051341702352488e-5,0.09916679559946587,-6.649958598527219]
robot_main , [MAIN_LOOP] 567993638517 | robot_frequency | [216.73258650679432,39,216.99606137742387]
robot_main , [CONTROLLER] 567993638517 | speed_controller | [0.0,0.0,-8.051341702352488e-5]
robot_main , [CONTROLLER] 567993638517 | stability_controller | [-8.051341702352488e-5,0.13424253228392818,-11.674800870995504]
robot_main , [MAIN_LOOP] 567993638568 | robot_frequency | [216.87860700489944,50,216.99606137742387]
robot_main , [CONTROLLER] 567993638568 | speed_controller | [0.0,0.0,-1.522986940895237e-4]
robot_main , [CONTROLLER] 567993638568 | stability_controller | [-1.522986940895237e-4,0.16913410839689694,-8.266502296697174]
robot_main , [MAIN_LOOP] 567993638619 | robot_frequency | [216.89255101014433,61,216.99606137742387]
robot_main , [CONTROLLER] 567993638619 | speed_controller | [0.0,0.0,-1.522986940895237e-4]
robot_main , [CONTROLLER] 567993638619 | stability_controller | [-1.522986940895237e-4,0.20758385045361352,-15.942235139981895]
robot_main , [MAIN_LOOP] 567993638669 | robot_frequency | [216.92703859935907,72,216.99606137742387]
robot_main , [CONTROLLER] 567993638669 | speed_controller | [0.0,0.0,-2.3190384072771053e-4]
robot_main , [CONTROLLER] 567993638669 | stability_controller | [-2.3190384072771053e-4,0.24941967538487766,-11.08443454710837]
robot_main , [MAIN_LOOP] 567993638720 | robot_frequency | [216.91857546505568,83,216.99606137742387]
robot_main , [CONTROLLER] 567993638720 | speed_controller | [0.0,0.0,-2.3554977050574167e-4]
robot_main , [CONTROLLER] 567993638720 | stability_controller | [-2.3554977050574167e-4,0.2894836731251992,-10.220313902265772]
robot_main , [MAIN_LOOP] 567993638771 | robot_frequency | [216.96030494324165,94,216.99606137742387]
robot_main , [CONTROLLER] 567993638771 | speed_controller | [0.0,0.0,-2.70384185157944e-4]
robot_main , [CONTROLLER] 567993638771 | stability_controller | [-2.70384185157944e-4,0.3293488989726639,-24.73968477323849]
robot_main , [MAIN_LOOP] 567993638821 | robot_frequency | [217.41858293643776,4,216.95132109433445]
robot_main , [CONTROLLER] 567993638821 | speed_controller | [0.0,0.0,-3.81505845958948e-4]
robot_main , [CONTROLLER] 567993638821 | stability_controller | [-3.81505845958948e-4,0.3550527733624539,-8.224562674295413]
robot_main , [MAIN_LOOP] 567993638872 | robot_frequency | [216.3720730490722,15,216.95132109433445]
robot_main , [CONTROLLER] 567993638872 | speed_controller | [0.0,0.0,-3.866617683310167e-4]
robot_main , [CONTROLLER] 567993638872 | stability_controller | [-3.866617683310167e-4,0.3765528516196369,-6.705488249191269]
robot_main , [MAIN_LOOP] 567993638923 | robot_frequency | [216.64966487370714,26,216.95132109433445]
robot_main , [CONTROLLER] 567993638923 | speed_controller | [0.0,0.0,-3.866617683310167e-4]
robot_main , [CONTROLLER] 567993638923 | stability_controller | [-3.866617683310167e-4,0.3891703879545428,-10.069942675554078]
robot_main , [MAIN_LOOP] 567993638974 | robot_frequency | [216.8474365429752,37,216.95132109433445]
robot_main , [CONTROLLER] 567993638974 | speed_controller | [0.0,0.0,-4.372533957697513e-4]
robot_main , [CONTROLLER] 567993638974 | stability_controller | [-4.372533957697513e-4,0.3915723774376905,-6.786339875383502]
robot_main , [MAIN_LOOP] 567993639024 | robot_frequency | [216.89774062887466,48,216.95132109433445]
robot_main , [CONTROLLER] 567993639024 | speed_controller | [0.0,0.0,-5.133696278438791e-4]
robot_main , [CONTROLLER] 567993639024 | stability_controller | [-5.133696278438791e-4,0.39841660757990555,-6.77432618865978]
robot_main , [MAIN_LOOP] 567993639075 | robot_frequency | [216.96010462422376,59,216.95132109433445]
robot_main , [CONTROLLER] 567993639075 | speed_controller | [0.0,0.0,-5.133696278438791e-4]
robot_main , [CONTROLLER] 567993639075 | stability_controller | [-5.133696278438791e-4,0.3959380713310604,-5.563003492701025]
robot_main , [MAIN_LOOP] 567993639127 | robot_frequency | [216.41563656870363,70,216.95132109433445]
robot_main , [CONTROLLER] 567993639127 | speed_controller | [0.0,0.0,-5.133696278438791e-4]
robot_main , [CONTROLLER] 567993639127 | stability_controller | [-5.133696278438791e-4,0.39246222417131105,-6.5879313392869765]
robot_main , [MAIN_LOOP] 567993639177 | robot_frequency | [216.54361263718832,81,216.95132109433445]
robot_main , [CONTROLLER] 567993639177 | speed_controller | [0.0,0.0,-5.133696278438791e-4]
robot_main , [CONTROLLER] 567993639177 | stability_controller | [-5.133696278438791e-4,0.3837456310214394,-1.0482260486295587]
robot_main , [MAIN_LOOP] 567993639228 | robot_frequency | [216.52157144459596,92,216.95132109433445]
robot_main , [CONTROLLER] 567993639228 | speed_controller | [0.0,0.0,-5.17478265143275e-4]
robot_main , [CONTROLLER] 567993639228 | stability_controller | [-5.17478265143275e-4,0.3858619044822853,-6.679210836735137]
robot_main , [MAIN_LOOP] 567993639279 | robot_frequency | [216.9865283494189,2,216.5888976701381]
robot_main , [CONTROLLER] 567993639279 | speed_controller | [0.0,-0.01175689697265625,-0.001236175685280962]
robot_main , [CONTROLLER] 567993639279 | stability_controller | [-0.001236175685280962,0.3990617539291188,-11.079168210594403]
robot_main , [MAIN_LOOP] 567993639329 | robot_frequency | [217.10575719589858,13,216.5888976701381]
robot_main , [CONTROLLER] 567993639329 | speed_controller | [0.0,0.0,-4.896127275172901e-4]
robot_main , [CONTROLLER] 567993639329 | stability_controller | [-4.896127275172901e-4,0.4195935282878631,-10.11907431608079]
robot_main , [MAIN_LOOP] 567993639380 | robot_frequency | [217.03460078511378,24,216.5888976701381]
robot_main , [CONTROLLER] 567993639380 | speed_controller | [0.0,0.0,-4.896127275172901e-4]
robot_main , [CONTROLLER] 567993639380 | stability_controller | [-4.896127275172901e-4,0.43413783166886716,-8.320169727071196]
robot_main , [MAIN_LOOP] 567993639431 | robot_frequency | [217.13679160265735,35,216.5888976701381]
robot_main , [CONTROLLER] 567993639431 | speed_controller | [0.0,0.0,-4.925549187349887e-4]
robot_main , [CONTROLLER] 567993639431 | stability_controller | [-4.925549187349887e-4,0.4445910873647012,-15.360887468261222]
robot_main , [MAIN_LOOP] 567993639481 | robot_frequency | [217.1676243598519,46,216.5888976701381]
robot_main , [CONTROLLER] 567993639481 | speed_controller | [0.0,0.0,-4.1944896117184524e-4]
robot_main , [CONTROLLER] 567993639481 | stability_controller | [-4.1944896117184524e-4,0.4552856817056333,-9.163213861840674]
robot_main , [MAIN_LOOP] 567993639532 | robot_frequency | [216.7458371736856,57,216.5888976701381]
robot_main , [CONTROLLER] 567993639532 | speed_controller | [0.0,0.0,-4.2386890676699096e-4]
robot_main , [CONTROLLER] 567993639532 | stability_controller | [-4.2386890676699096e-4,0.4564905978512232,-7.459890598484802]
robot_main , [MAIN_LOOP] 567993639583 | robot_frequency | [216.78580670430142,68,216.5888976701381]
robot_main , [MAIN_LOOP] 567993640039 | robot_frequency | [217.06317041360117,66,216.87314745373678]
robot_main , [CONTROLLER] 567993640039 | speed_controller | [0.0,0.0,-3.072305749120971e-4]
